text,expected,predicted
"я не помню, в 2009 было, стены - кирпичь, газобетон, пол наливной. просто пришел в магазин и купил- помню что наносилось в 2 этапа
",0.0,0.0
"Там хейтят рашку и рузких только так. Называют монголами водканиггерами, постят гопников и черрипикинг из узкоглазых всратых рузких. Сами рузкие что там сидят селф хейтеры и позорно маскируют фложок
",1.0,0.0
"От всего имущества получается 5 8
",0.0,0.0
"5 км от аэропорта запрещены.
",0.0,0.0
"У всех своя скорость загрузки!
",0.0,1.0
"У нас дома был такой когда-то, от ручки током дёргало, но денег на другой холодильник не было. Зато я научился опасаться электричества безо всяких гвоздей в розетках.
",0.0,0.0
"Левада еще может адекватно такой объем анализировать, подзалупным оркам такие технологии недоступны",1.0,0.0
"Австралии не существует
",0.0,1.0
"Это нижний интернет. Взлетел он только сейчас, из-за Мэддисона того что к нему на стримы стали приходить более менее известные люди. Раньше его контент был на более высоком уровне, там было и про философию, и про лингвистику, и про все остальное. Ща он разжирел и ничего интересного не производит. Как телевизор.
",0.0,0.0
"Это норма для мужиков. Большие соски - признак смещения гормонального баланса. Потенциальное гино уже. И по совершенно случайному совпадению владельцы больших сосков так же являются гордыми обладателями сисек. В общем, гоните большесосок, насмехайтесь над ними.
",0.0,0.0
"Хохлы одним своим существованием оскорбляют русских, я бы не отказался от регулярных выплат от хохлов.
",1.0,1.0
"Раз уж вакханалия продолжается, давайте в этом треде продолжать собирать ворох банов. Копирую из прошлого треда отсюда и из ответов к нему: Ошибка: Постинг запрещён. Бан: 1067637. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Втр Янв 22 22:00:00 2019. В новом аниме-треде ( завелся один сумасшедший модератор, который удаляет видео, а затем банит пользователей за справедливые вопросы о причине удаления данных видео по надуманным причинам вроде злоупотребления трипкодом аватаркой или обсуждения модерации вне d . Я - один из тех, кто попал под его раздачу. Поэтому, в связи с этим, требую немедленно разбанить меня и остальных, кто стал жертвой модераторского произвола и изгнать с должности модератора этого человека, он профнепригоден. Ошибка постинга: Постинг запрещён. Бан: 1068596. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Птн Янв 25 22:00:00 2019. Какая блядь аватарка, вы в глаза долбитесь? Спасибо Абу. Ошибка постинга: Постинг запрещён. Бан: 1068457. Причина: b 2 - Аватаркочатики в 2d !b. О каких аватаркочатиках может идти речь? Какое 2d я там не был в жизни. Я общался с аноном без пикч на тему треда! Уже и тут пообщатся нельзя? Разбаньте позязя. Несправедливый бан: Постинг запрещён. Бан: 1068078. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Срд Янв 23 22:00:00 2019. Попросил скинуть вебмки по K-on! Анон скинул, я сказал спасибо. Забанили и меня и его. А ещё общалую НЕСПРАВЕДЛИВЫЙ бан. Бан: 1068350. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Бан: 1068074. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Срд Янв 23 22:00:00 2019. Какого хрена мочух банит анонов в Аниме тредах по своему желанию и по пизданутым причинам? Error: Постинг запрещён. Бан: 1068344. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Втр Янв 22 22:00:00 2019. Только что запостил две вебм в вебм тред b , разной тематики, не связанные друг с другом, посты вообще были без текста и трипкода. После второй вебм улетел в бан, тред видимо после этого тоже потёрли. Какое злоупотребление? Может стоит пересмотреть бан? И дебилов которые их выписывают. Постинг запрещён. Бан: 1068070. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b Вы че, ебанутые? Понабрали даунов из вбыдлятне. Это было не аватарка. Меня анон попросил скинуть вебм, что я и сделал. Никаких аватарок и чатиков . Постинг запрещён. Бан: 1067881. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Что за логика у мочи? какая в жопу аватарка? какое злоупотребление пасскодом?! Да, постил я там по одному видео, но это b там и бессмыслицу можно постить, да и никто не жаловался на меня, не писал в треде у бля пошёл на хуй или репортну . Значит если я капчевал капчу с такой же скоростью, то меня не забанили бы? Я деньги вам дал, чтобы эту херню сломанную отменить, а в итоге я получаю пиздюлей только потому, что у меня пасскод предупредил анонов, что они могут получить бан написав что-то в треде. Ошибка постинга: Постинг запрещён. Бан: 1068099. Причина: M Общее 5 - Обсуждение модерации вне d !b. Почему предупреждение посчитал обсуждением модерации? 2ch.hk b res 190040136.html 190040136 Ошибка постинга: Постинг запрещён. Бан: 1068361. Причина: M Общее 5 - Обсуждение модерации вне d !b. Истекает: Втр Янв 22 22:00:00 2019. Обсуждения, КСТАТИ ГОВОРЯ, не было, был скрин, твоего удалённого сообщения. Выпей уже свои таблетки и не заходи на двач. Что за бред какое обсуждение модерации? Я обсуждал аниме-конфоблядей и просто сказал что не застал их. Ошибка постинга: Постинг запрещён. Бан: 1068363. Причина: M Общее 5 - Обсуждение модерации вне d !b. Истекает: Втр Янв 22 22:00:00 Ошибка постинга: Постинг запрещён. Бан: 1069746. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Птн Янв 25 22:00:00 2019. Ошибка постинга: Постинг запрещён. Бан: 1069608. Причина: Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Птн Янв 25 22:00:00 2019. Запостил одну шебм, ахуенно Ошибка постинга: Постинг запрещён. Бан: 1068589. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Птн Янв 25 22:00:00 2019. Ошибка постинга: Постинг запрещён. Бан: 1072740. Причина: Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Птн Фев 01 22:00:00 2019. За единственное первое же сообщение в треде
",0.0,0.0
"Я еще и хохлов тут обоссываю, тоже бесплатно. Веришь?
",1.0,0.0
"Да, но это пол на 4 см поднимется, а это значит надо двери поднимать все и плитку в коридоре и на кухне сбивать, весь ремонт с нуля
",0.0,0.0
"это же телки, они по ебанутости дадут фору зрителям маргинала
",1.0,0.0
"Похуй не может быть мучительно. Похуй всегда похуй
",1.0,0.0
...но лететь в тряске все равно неприятно. Даже автопилоту.,0.0,0.0
"Пошло всё нах! Кругом бардак и коррупция.
",0.0,0.0
"Имхо, фильм получше чем та же рапсодия, от которой меня вывернуло наизнанку. Да и Черная пантера получила не главные оскары а всего лишь за костюмы к примеру. Как ни крути а в этом плане фильм достойный
",0.0,0.0
"Хэллоуин 2018 года ведь шлак полный, и оценка у него 5.8.",1.0,0.0
"А у меня был кроссовый минск, самый настоящий, очень крутой, наверное переделка, ездил везде где хотел. У нас в почете так же были мински, восходы не очень. А еще у меня был муравей, все детство на нем отъездил, каждый винтик знал, эххх были времена!
",0.0,0.0
"Ну блдь, импеллер жеж, импеллер.
",1.0,0.0
"Так им и с ответочкой на 8-е морочиться не придётся, как минимумум останется при своих, а на сэкономленные силы и деньги себя любимых порадуют. Эта схема и в жизни хорошо работает.
",0.0,0.0
"Проход и дыра это разные вещи)
",0.0,0.0
"А где номер сервисной поддержки?
",0.0,0.0
"Это могло произойти через пол года пользования?
",0.0,0.0
"Вообще мне показалось нормальным, что гарантия распространяется на какие-то конкретные части детали
",0.0,1.0
"потому что на лурке пишут что он пидор
",1.0,1.0
"Обратная ситуация. Есть дебеторка зелёная. Нужна кредитка. По факту дебетовая. Просто за бугром много что по дебетовой не сделаешь. Аренда ИТП. Сбер сделал за 10 мин бесплатно. Тиньк же жевал мозг неделю, влупил под сраку процентов и обслуживание... И ушел в пешее... ЗЫ обещали 15. Ззы зелёные сделали 25 но льготный очень длинный...
",0.0,0.0
"когда как. скорее первое. но последний раз попал к одной очень сильно похожей на коллегу на работе которая мне нравится и с ней было все супер (первый раз когда я могу сказать что это был почти полноценный секс - еще бы поцелуи добавить и вообще было бы все ок) она была новенькая и после этого ушла, так что есть смысл доверять тому положительному отзыву что она оставила(жаль не хватило ума контакты попросить). так что после этого раза как-то меня сломало. или в другой раз решил сходить в дешевый бордель. вроде и не уродины там совсем были, но с тем отношением какое-то желание куда-то ходить пропало на некоторое время но все таки стоит ходить в проверенные места с нормальным отношением. как-то уверенней и расслабленей себя чувствуешь потом какое-то время. меньше загоняешься по поводу знакомств отношений, проще это все воспринимаешь а не думаешь а вдруг то а вдруг это а может она что-то другое думает а не то что я
",0.0,0.0
"Ну в Тайланде могут спиздить. И в Китае. И в Киргизии. И во многих других странах. Причем тут США?
",0.0,0.0
"Лично я почти никогда не прибегаю к рельсам, ибо их не любят игроки. Мне кажется их нужно использовать только в критических и или важных ситуациях.
",0.0,0.0
"Там ведь ещё год два назад пенсионеров стали сокращать в огромных количествах.
",0.0,0.0
"почему думаешь что я из рфии? Шаблоны слабоумного? У идиота мир узок.
",1.0,1.0
"Я мимо проходил, тот анон просто хуйню спорол, я поправил и рассказал как оно на самом деле было, ибо активно мониторил эту тему забыл еще об атаке на рейтинг игры на метакритике и в стиме владелец физ. копии
",0.0,0.0
"Стандартная Икеевская самая большая . По идее, она встраиваемая под навесной фасад, но получается так, что она стоит за распашными дверями. Т.о. утяжеления нет. Т.о. она закрывается самопроизвольно. Наверное, где-то там глубоко внутри можно настроить пружину... но, честно говоря, мне гораздо проще сделать вот такой замок, чем отключать электричество, воду и каналью, вынимать аппарат и разбираться с его устройством. Это займёт гораздо больше часа.
",0.0,0.0
"купили верховный суд) ой лол, а на нижестоящие денег не хватило. больше теорий заговора)
",0.0,0.0
"заработки были без работы даже небольшие, но были, плюс я устраивался в структуру",0.0,0.0
"То бы 99-ый год прошлого века. Тогда по всяким пустякам милицию не обращались. А сейчас чуть что сразу заяву в полицию, не разобравшись. А там, сегодня, работает много не компетентных людей, которые вообще не любят разбираться в чём-либо...
",0.0,0.0
"Со вторым согласен, тем более для провинции эти 800 долларов могут быть очень хорошей зарплатой, но ради опыта там ходят разве что кадеты. Кто постарше, обычно там и остаются до конца карьеры. ИМХО конечно, но мои наблюдения показывают именно это. Впрочем я не моряк, я так, сторонний наблюдатель. Может есть какие-то резоны так плавать, о которых я не знаю и мне не говорят.
",0.0,0.0
"3000 - выход , 1000 уже висел ) кинулся чуть выше обычного) 2000метров за 34 секунды. обычно это 45 секунд . Пищалка про трек, она округляет высоту отделения ,как я понял и раскрытия -10 метрв вроде
",0.0,0.0
"Да у нас и большинство условно здоровых зачастую не отличается рациональным поведением, иначе чем объяснить такое количество кредитных айфонов?)
",0.0,0.0
"В мире наиболее известны четыре фьордовых района, расположенные на западных побережьях Норвегии, Чили, Южного острова Новой Зеландии и Северной Америки от залива Пьюджет в штате Вашингтон до Аляски. Фьорды также имеются на берегах Шотландии, Исландии, Гренландии, Швеции, полуострова Лабрадор, штата Мэн (США), России (Кольский и Чукотскийполуострова) и на некоторых арктических(Шпицберген, Новая Земля, Канадский Арктический архипелаг) и антарктических(Кергелен, Южная Георгия) островах.
",0.0,0.0
"И у нас есть победитель в номинации - Самое распространенное заблуждение о причинах военных конфликтов .
",0.0,0.0
"На побережье Азовского моря такое частенько бывает,после длительных морозов
",0.0,0.0
"нужен баланс между труд отдых зачем? бывали случае когда кто то умирал из за чрезмерного отдыха? ну если исключить конечно алкоголь и тому подобное.
",0.0,0.0
"- А вот тебе грамота, дядя. - В очко себе свою грамоту засуньте, плашмя причём, не сворачивая. - Ах так, тогда мы всем расскажем, что ты нарушитель, мы тебя даже подозревали, что ты бухой за рулем ездил. - На хую вертел я ваши подозрения, врачи сказали, что я чист.
",1.0,1.0
"а свидетель то петух.
",1.0,0.0
"По мексикански Флаг: Ублюдок, мать твою, а ну иди сюда говно собачье, решил меня поднять? Ты, засранец вонючий, мать твою, а? Ну иди сюда, попробуй меня поднять, я тебя сам подниму ублюдок, онанист чертов, будь ты проклят, иди идиот, трахать тебя и всю семью, говно собачье, жлоб вонючий, дерьмо, сука, падла, иди сюда, мерзавец, негодяй, гад, иди сюда ты - говно, ЖОПА!
",1.0,1.0
"Это обязательное условие, чтобы нормально питаться?..
",0.0,0.0
"Меня такая белая плиточка выбешивает - сразу либо сортир вспоминается, либо операционная какая или процедурный кабинет. Очень она неуютная плиточка эта. Не думал, что шведы её используют и вот такие интерьеры имеют...
",0.0,0.0
"Эх, ну почему не все видео такие? Почему их так мало в последнее время?
",0.0,0.0
"Эх. Молодость вспомнил. Занимался дискотеками с 1984 года. Тогда голых сисек на сцене не было. А свет начинался с десятка фонарей и выключателей.
",0.0,0.0
"Мышцы это прекрасно, женщинам тоже очень идёт, побольше бы.
",0.0,0.0
"на 10-31 заностальгировал по Half Life
",0.0,0.0
"Здравствуйте! Простите, пожалуйста, за такую доставку посылки. Вы могли бы подсказать номер накладной, о которой идет речь? Я проверю, почему курьер не успел привезти заказ.
",0.0,1.0
"Ребят оно того стоит . парни дороже)
",0.0,0.0
"6 тыс, это ну пусть будет пол года времени (думаю меньше), как можно за пол года забыть о замене ремня ГРМ?
",0.0,0.0
"Как я уже говорил, мы на автомате воспринимаем всё это как такая же пятнаха, как у нас . Вот только это мир драконов и магии, и не факт что выглядит оно всё так же. Может там комплект доспехов зачарованный и весит килограммов пять, в целом. В целом, облегчение снаряжения - это же всегда Самая Главная Магия. Не зря кевлар так выстрелил. А дворцовая служанка - тут важно понимать, это служанка или фрейлина. Фрейлина может быть из знатных и ничего тяжелее гвардейского хуйца в руках не держала. Служанка может работать на кухне, таскать дрова, вёдра воды, и в целом быть привычной к тяжелому труду, и тащить доспехи - это не самое сложное с чем она сталкивалась. Учитывая что она видела как рыцарей одевают - она скорее второе)
",0.0,0.0
"Надо как мститель в маске, переебал по башке и тихо свалил в закат не дожидаясь лавр победителя
",1.0,0.0
А зачем обязательно в ппц неудобной позе сидеть? От того что человек естественно сядет рисунок только выиграет.,0.0,0.0
"ну вам с дивана виднее )
",1.0,0.0
"Я сначала прочитал рюкзак для крутых трюков , и никак не мог понять, причем тут происходящее на гифке
",0.0,0.0
"Ой какая скромняга, а чего побоялась написать? Трусишка. А сама сколько пятерочек открыла, ни одной правильно?
",1.0,0.0
"Но это же дичь. Нельзя такую хуйню на высоте строить, только на каркасе нормальном. Этот козырек-плита должен быть частью внутренней плиты либо держаться арматурой. Этот же кирпич от нагрева остывания потрескается нахуй и болт внутри уже будет просто свободно висеть, а не держать кирпич
",0.0,0.0
"В этом треде мы объясняем ватникам, почему США - исключительное государство, сверхдержава номер один, по лекалам которого надо жить всему остальному человечеству.
",1.0,0.0
"вес большой 5-6 кг был из за этого.
",0.0,0.0
"это дороже чем модуль стоит) и никто его не прошьет...
",0.0,0.0
"Подписи к фото были бы ещё...
",0.0,0.0
"Свинорылый доблаёб, Киевская Русь это исторический конструкт, была просто РУСЬ, не было никакой Киiiвской руси.
",1.0,0.0
"Городу остаётся только малая часть от подоходного налога уплачиваемого работниками завода и остальными жителями. Все остальные налоги НДС и налог на прибыль уходят в Москву и в область
",0.0,0.0
"Установил неделю назад , пока что доволен . Зарядка без потребителей 14.4 , с дальним , печкой , поворотами 13.8. Это в среднем положении.
",0.0,0.0
"В основном для обучения и тренировок. Плюс кое где ее юзают архитекторы и сейчас активно пропихивают хололенс в медицину, на фоне того что OpenSight (это мед ПО для очков) недавно одобрила FDA. В общем вещь весьма полезная и скорее всего успешная в будущем (где то я встречал данные о том что было продано 50к очков, насколько они верны - хз, но майки походу довольны), но широкий пользователь применения ей не найдет
",0.0,0.0
"Да, Герой России полковник Чепига лично клятым пендосам в штаны насрал.
",1.0,0.0
"Быдло быдлом, но опасность они осознают отлично. Именно, это быдло против кс обычно, потому что бля ну че внатуре, просто лошку пизды дать хотели по приколу а он коляна завалил, урод
",1.0,0.0
"какие же вы окатыши тупые это просто пиздец РЕЧЬ ИД Т О ДОХОДЕ РАЗМЕРОМ 1.9 В СУТКИ И НЕ ВАЖНО В ПША ИЛИ РОССИИ мало того в россии как раз 2 доллара в день хоть как то можно назвать деньгами в пша это даже не пыль в кармане
",1.0,0.0
"Ой, я Вам ещё про подснежники могу рассказать - была в конце марта в Калининграде, на остановках продают букетики (или даже - пучки) подснежников, и во дворах они растут - на ул. Красной видела. А если соберётесь ехать - сигнальте, я Вам ещё много интересностей порассказываю, так уж мне там понравилось, я бы там жить осталась с огромным удовольствием. А на пикабу есть хороший человек MAPK.TBEH, он как-то предложил, если кто захочет посетить Калининградскую губернию, то он готов провести экскурсию, он тамошний житель, всё знает, везде проведёт. Одна женщина-пикабушница с мужем ездили туда, общались с ним, везде побывали, в полном восторге остались, она даже пост на пикабу написала.
",0.0,0.0
"чушь какая то, куда отделить, кому отделить
",0.0,0.0
"Нарушение данного пункта правил: Попрошайничество: выпрашивание денег, сбор денежных средств;
",0.0,0.0
"Короч, еще пару плюсов в карму этого производителя. Купил сыну часы такие, для первого класса норм. Трекер, позвонить можно на них, камера на крайняк. И через 10 месчцев перестала работать одна кнопка. Отнес по гаратнии, ждал долгого ремонта. Но нет - позвонили через дней 10, сказали приезжайте заберите новые. Что было немедленно сделано. Риальне новые часы с новым айди в заводской упаковочке. Крч спс от ЛЛ ) Нивкоем не реклама, часы хороши по отношению цена качество. Есть куча более крутых моделей.
",0.0,0.0
"Его дом, твитер, и ебало
",1.0,0.0
"Я вас разочарую - технически все виды перегонки являются дистилляцией. А в магазинах продают напитки гораздо лучше самогона, надо просто нормальные напитки покупать, не дешман всякий с ароматизаторами.
",0.0,0.0
"а есть такие мощные теплообменники чтобы разделить контура? я просто не вкурсе.
",0.0,0.0
"Окатыши сферической формы комочки измельчённого рудного концентрата. Полуфабрикат металлургического производства железа. Являются продуктом обогащения железосодержащих руд специальными концентрирующими способами и последующего окомкования и обжига.
",0.0,1.0
"Включи РенТв, твоё желание укрепится...
",1.0,1.0
"Вот с этого На видосе другой чел, просто похож
",0.0,1.0
"Я осенью с 1 раза сдал, все цивильно классно, город небольшой
",0.0,0.0
"Ну видимо!!!!!! УУУУУУУУ!!!!!!!!!!! ААААААААААА!!!!!!!!!! УАУАУАУ!!!!!!!
",1.0,0.0
"Никто не видит страдания живой души. Общество потребления. Имущество , присваивать .
",0.0,0.0
"быстро проскочишь улицу, но затем упрешься в пробку или светофор Сэкономлю около 40 минут времени в любом случае. а правда как по бесфетофорной улице переходить дорогу? Через подземный или надземный переход
",0.0,0.0
"любой город Любой, где производятся взрыватели, навигационные системы и точная механика для ракет V2.
",0.0,0.0
"как же любят чуркобесы свои автопортреты всюду лепить...
",1.0,1.0
"Клопы между страниц что ли прячутся? Нафиг книги-то выкидывать?
",1.0,0.0
"Электрозаводская 21 - это студии КроссФото и ряд других.... Молодцы еще и ребят подставили
",0.0,0.0
"Создать систему для каждого сделать в ней косяк с доступом и никто не виноват. Благо такой шляпы больше не наблюдалось.
",0.0,0.0
"Я читала, что можно сделать лет до 26. Но с 18 - платно и очень дорого.
",0.0,0.0
"Алкоскоты сорвались на визг и перефорс. Браво, пидорашки. Но пора бы вам и покинуть политач.
",1.0,0.0
"Когда хряк скажет, что это проявления гибридной войны, а на дело их лично благословил патриарх Кирилл?
",1.0,0.0
"Не что делать,а кто виноват.. А виноваты все кроме тебя,и рекомендации психотерапевтов-начни с себя.. Тренинги-хуенинги выкачивание денег с пОциента..
",1.0,1.0
"Предлагаю каждому русскому отдавать свою женщину на пользование мигранту, чтобы он быстрее ассимилировался.
",1.0,1.0
"У меня ануб кафефолия два года сидел почти не давая листья. Пересадил в противоположный угол, заглубив по шейку нижнего листа в грунт. И тут он попёр! при чём стал расти параллельно грунту, держа стебель в пяти сантиметрах от него и держа всю эту конструкцию на корнях. в итоге выкорчевал кху ям, тк под ним нереально чистить грунт. Анцы, правда, очень расстроилась.
",0.0,0.0
"Так такого полно. Вплоть до забора как у соседей на даче и наклеек как на старой стиралке.
",0.0,0.0
"Я далеко не богат, зарабатываю среднюю зп по СПб. Обязанности и долги имею. Торговаться из-за 50-100 рублей это нормально? Объясните, это дань традициям? Уже не первый раз вижу такое, кто то ездит продаёт какую то бню в другой конец города за 300 рублей и торгуется из-за дватцатки, кто то таксисту ночью жопит полтинник. Ясно, что на детей надо дохера денег и возможно в переспективе ежедневная экономия на поездках сэкономит вам пару тысяч за год и позволит купить лишний памперс доче. Но я так понимаю, что случай был не рядовой и ситуация щекотливая. Я что то не понимаю в этом мире. В чем смысл блять торга из-за пачки макарон? Извиняюсь за бомбёжку.
",0.0,0.0
"Биличка, ну не сцы ты, ты же его и по росту, и по массе превосходишь, зарубись с ним по правилам бокса, он все равно только ногами умеет махать, а ты такой-то хайп соберешь, все школьники тебя зауважают сразу, да еще и денег на рекламе и с донатов на трансляции соберешь.
",1.0,1.0
"Гроб гроб кладбище пидор
",1.0,1.0
"Как же раньше удобно было: все документы практически одного формата - сложил в бумажник и попиздовал, а сейчас того, кто придумал свидетельство о рождении и о браке, хочется разорвать конями.
",0.0,0.0
"Мы уже были в rf. Но там много людей, которые больны. Мы не такие. Мы здоровы психически, но нам не везёт с внешностью. Мы проигрываем генетическую лотерею. А в сексаче нормисы троллят нас. Там тоже не поговорить, потому что приходит нормис и начинает высмеивать, предлагать пикап, спорт, всё это проходили. Это не работает без внешности. Нормисы не верят. Они говорят - идите, знакомьтесь. Ага. Плавали, знаем. Таких, как мы, уже довольно много. И нормисам нас не понять. Мы для них с другой планеты. Они вообще не верят, что тян игнорируют нас. Поэтому мы просим себе отдельный раздел для всех девственников и тех, кому не везёт с тян. Очень просим. Абу, я знаю, ты на нашей стороне.
",0.0,0.0
"Неужели дешевле, чем ремонтировать, скажем, старый деревянный забор?
",0.0,0.0
"Пидорван пидорнулся в пидорешт, пидранем за пидрокой
",1.0,0.0
"Мелкая буржуазия - это крестьяне и середняки. Ну не тянут уж кулаки на крупную, ну никак не тянут. Как и НЭПманы кстати. Ну не было в СССР крупных буржуа. Класс буржуазии оставался, и представлен был тими самими кулаками и нэпманами, как основной силой. Ленин, кстати, после победы революции, не собирался резко ликвидировать крупную буржуазию. Национализацию банков и крупных предприятий не спешили проводить.Помешал внезапный саботаж и движение масс. Пришлось пойти на уступки. Так что Ленин, видел в этом опасность, но не вдавался в левый уклон, как и Сталин. Экономика ему была важна.Так что Китай идет в русле Ленинской позиции. Хотя это и выглядит необычно и дико. Ага, а в Китае как раз стали меньше расстреливать и больше отчитывать на парт собраниях. Видел статистику. Коррупция растет, расстрелы падают. От китайцев информация. Было-бы интересно ознакомится.
",0.0,0.0
"По играм N угорает весь нормальный мир, а не только Япония к слову черт продаж британский в новости.
",0.0,0.0
"Судя по сайту sndeep у ТСа яблоко. Сходи, перебей на нем, ага.
",1.0,0.0
"В те времена и мотобайкеров - рокерами называли...
",1.0,0.0
Такая же ситуация )) вот только я их боись а она как назло ловит и жрет их у меня на виду,0.0,0.0
"Вдове сочувствую от всего сердца как по поводу утраты, так и по поводу неожиданно возникших наследников. Дети, ясное дело, имеют полное право, тут никуда не деться. А по поводу процентной доли в наследстве согласна с Palvik
",0.0,0.0
"Вы сделали возврат средств?Для друга конечно же)
",0.0,0.0
"Ну фасад мы изготавливали всего два раза, один раз из фанеры,другой раз из массива.под лак. Сейчас занимаемся только детской мебелью. Будем дальше писать.
",0.0,0.0
"ХУЯ КАКОЙ У ВАС ТУТ ТРЕДИК! МИМОПРОХОДИЛ, СМОТРЮ ЕБАНА ДА ЭТО Ж ПЯКИН ВАЛЕРА Вчера чет внезапоно посмотрел Пякина про историю с Золотовым, знатно проиграл как Валера бомбил что Золотов опустился на уровень Нагвального Алексея, мол Дженерал а опустился до говна. Золотов фейковый Дженерал я в педивикии сегодня читал, одни понты а не Дженерал. Нахуй Пякин защищает этого ворюгу? Он че ебобо? И значет вся его анал литика и инфо блоки это о я ебу какой бред? Я все правильно понял? А то у меня есть друзья дрочащие на коб и пякина.
",1.0,0.0
"Как это нет справочников? Стационарные телефоны как правило устанавливались очень давно, большинство еще в советское время. Тогда телефонные справочники были у каждого абонента. Можно поспрашивать у старожилов имеющих стационарные телефоны, они такие вещи никогда не выбрасывают.
",0.0,0.0
"Почему этот пидор не хочет играть Муцураева?
",1.0,0.0
"Ну вполне можно прослушать 3-4 пункты, 5 вы услышали. А насчёт опоздавших - никто не обязан их разыскивать, это делается как правило только в отношении пассажиров с зарегистрированным багажом, ибо снимать его с борта куда геморройнее, чем попробовать поискать спящего в соседнем зале.
",0.0,0.0
